step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy
602,108594,602,1.248711567,0,0.63125
603,108691,603,1.128451867,0,0.658227848
604,109268,604,1.765929394,0,0.602862254
605,109605,605,1.771490869,0,0.557632399
606,109678,606,2.173429687,0,0.410714286
607,109783,607,1.328453687,0,0.571428571
608,109992,608,1.124005415,0,0.685714286
609,110097,609,1.724690549,0,0.549450549
610,110194,610,1.079465358,0,0.626666667
611,110419,611,2.085131518,0,0.468292683
612,110540,612,1.16492034,0,0.567901235
613,110645,613,1.727502163,0,0.527472527
614,110782,614,1.222942152,0,0.623931624
615,111039,615,1.480597463,0,0.598290598
616,111136,616,1.879809787,0,0.465909091
617,111401,617,1.657106361,0,0.622568093
618,111730,618,1.199757081,0,0.726384365
619,111995,619,1.505179946,0,0.556034483
620,112140,620,1.14849544,0,0.682170543
621,112213,621,1.514316774,0,0.569230769
622,112302,622,1.026422,0,0.689189189
623,112343,623,1.703828469,0,0.545454545
624,112536,624,1.336869595,0,0.649717514
625,112585,625,0.305018321,0,0.87804878
626,112858,626,1.428060668,0,0.658914729
627,113131,627,1.664881717,0,0.569230769
628,113236,628,1.45122947,0,0.6
629,113333,629,1.626759078,0,0.513157895
630,113590,630,1.96577438,0,0.566115702
631,113943,631,1.998695765,0,0.526162791
632,114152,632,1.749699132,0,0.537688442
633,114217,633,1.028611124,0,0.673076923
634,114242,634,0.462639122,0,0.75
635,114331,635,1.371497529,0,0.641025641
636,114356,636,0.564970947,0,0.692307692
637,114421,637,1.03761325,0,0.653061224
638,114582,638,1.737557799,0,0.561290323
639,114639,639,1.772151701,0,0.4375
640,115272,640,1.567976253,0,0.663934426
641,115385,641,1.273018368,0,0.643678161
642,115466,642,0.679954846,0,0.75862069
643,115843,643,1.498179412,0,0.650969529
644,116140,644,1.656913968,0,0.582733813
645,116301,645,1.251274682,0,0.630136986
646,116438,646,1.573902203,0,0.548387097
647,116783,647,1.484919438,0,0.618902439
648,116872,648,1.49564579,0,0.594936709
649,116905,649,0.103036488,0,0.857142857
650,117082,650,1.124565519,0,0.668789809
651,117235,651,1.938308269,0,0.492857143
652,117460,652,1.723352282,0,0.550724638
653,117541,653,1.547518673,0,0.470588235
654,117790,654,1.215240432,0,0.631578947
655,117951,655,1.748866664,0,0.575163399
656,118056,656,1.272714126,0,0.604166667
657,118201,657,1.060437639,0,0.687022901
658,118362,658,0.883979898,0,0.753521127
659,118555,659,1.08062295,0,0.626506024
660,118900,660,1.417381301,0,0.62987013
661,119029,661,1.745258065,0,0.535087719
662,119230,662,1.782508317,0,0.502824859
663,119511,663,1.375507355,0,0.638132296
664,119712,664,1.37802457,0,0.661290323
665,119801,665,1.748003297,0,0.545454545
666,120050,666,1.237158878,0,0.691304348
667,120083,667,0.170561221,1,1
668,121436,668,1.809510015,0,0.53898051
669,121693,669,1.534908008,0,0.59030837
670,121750,670,1.533256229,0,0.555555556
671,121823,671,1.001911439,0,0.606557377
672,121904,672,1.710088155,0,0.476923077
673,122001,673,0.557337322,0,0.759493671
674,122186,674,1.531725644,0,0.526315789
675,122451,675,1.571379308,0,0.616935484
676,122516,676,1.519156221,0,0.566037736
677,122933,677,1.362735479,0,0.621890547
678,123030,678,1.126719943,0,0.692307692
679,123287,679,1.391732044,0,0.625
680,123696,680,1.666393017,0,0.578534031
681,123857,681,1.475321785,0,0.569343066
682,123930,682,0.993378085,0,0.673469388
683,124115,683,1.013811136,0,0.666666667
684,124252,684,1.125221519,0,0.64516129
685,124397,685,1.382342778,0,0.653846154
686,124558,686,1.123479475,0,0.673333333
687,124807,687,1.333187342,0,0.611374408
688,124864,688,1.562553622,0,0.477272727
689,124913,689,1.053613759,0,0.621621622
690,125050,690,1.966579125,0,0.53968254
691,125211,691,2.149668933,0,0.429530201
692,125380,692,1.498557398,0,0.585034014
693,125453,693,0.881849036,0,0.641509434
694,125534,694,1.183895257,0,0.690140845
695,125583,695,0.906219613,0,0.710526316
696,125744,696,0.727650785,0,0.769230769
697,126017,697,1.538655503,0,0.592
698,126074,698,1.111604855,0,0.717391304
699,126163,699,1.91012563,0,0.459459459
700,126364,700,1.535084025,0,0.628272251
701,126437,701,1.455440062,0,0.517241379
702,126518,702,1.133056296,0,0.616666667
703,126671,703,1.039687728,0,0.685714286
704,126728,704,1.01708453,0,0.575
705,126793,705,1.557929284,0,0.588235294
706,126906,706,1.657895341,0,0.5625
707,127155,707,1.987624304,0,0.474358974
708,127308,708,1.60685276,0,0.643356643
709,127773,709,1.303973504,0,0.684563758
710,127806,710,1.507119856,0,0.565217391
711,127911,711,1.500396087,0,0.52173913
712,128048,712,1.992077127,0,0.483333333
713,128145,713,1.798031871,0,0.493333333
714,128242,714,1.457923824,0,0.470588235
715,128515,715,1.795463092,0,0.559386973
716,129004,716,1.381155931,0,0.671641791
717,129453,717,1.434036154,0,0.631090487
718,129526,718,1.445790542,0,0.491525424
719,129839,719,1.441809082,0,0.632996633
720,129992,720,2.100892771,0,0.503546099
721,130089,721,0.350277972,0,0.901234568
722,130226,722,1.591461305,0,0.585365854
723,130395,723,1.122558538,0,0.671755725
724,130532,724,1.039022673,0,0.652173913
725,130605,725,1.169798659,0,0.586206897
726,130758,726,0.785877739,0,0.794326241
727,130823,727,0.811990256,0,0.673469388
728,132032,728,1.837733588,0,0.572147651
729,132209,729,1.378652645,0,0.606451613
730,132466,730,1.255402115,0,0.688034188
731,132555,731,1.370187329,0,0.467532468
732,132668,732,1.935133887,0,0.391304348
733,133005,733,1.470325139,0,0.619496855
734,133246,734,1.704857636,0,0.556053812
735,133719,735,1.202602266,0,0.662251656
736,133776,736,0.68642204,0,0.742857143
737,134049,737,1.904918017,0,0.523255814
738,134250,738,1.544395881,0,0.560846561
739,134387,739,1.535059933,0,0.627118644
740,134468,740,0.970602907,0,0.672131148
741,134677,741,1.893109682,0,0.52
742,134830,742,0.711194957,0,0.781021898
743,135151,743,1.425729343,0,0.661290323
744,135256,744,1.360699295,0,0.670103093
745,135297,745,0.573743285,0,0.826086957
746,135418,746,1.173021408,0,0.526315789
747,135547,747,1.382931541,0,0.605042017
748,135748,748,1.713497463,0,0.572916667
749,135869,749,1.721547386,0,0.594339623
750,136606,750,1.828345878,0,0.531700288
751,136695,751,1.245444539,0,0.588235294
752,136848,752,1.664528607,0,0.601398601
753,136905,753,0.948407208,0,0.675
754,137202,754,1.490545798,0,0.628676471
755,137675,755,1.540548694,0,0.635574837
756,137708,756,0.058163766,1,1
757,137805,757,1.756794837,0,0.482352941
758,137918,758,1.630137515,0,0.489583333
759,138023,759,1.162242919,0,0.55952381
760,138112,760,1.334416977,0,0.506493506
761,138329,761,1.567051599,0,0.589108911
762,138498,762,1.064508818,0,0.74691358
763,138691,763,1.760823162,0,0.526315789
764,138972,764,1.18504095,0,0.734848485
765,139277,765,1.689138612,0,0.591695502
766,139390,766,1.365857474,0,0.586538462
767,139575,767,1.822221349,0,0.502994012
768,139616,768,1.271064247,0,0.548387097
769,139809,769,1.437503612,0,0.654054054
770,140050,770,1.409129067,0,0.621495327
771,140251,771,1.632733692,0,0.527173913
772,140276,772,0.72926545,0,0.583333333
773,140397,773,1.092819149,0,0.672566372
774,140934,774,1.897489242,0,0.576335878
775,141095,775,1.026021978,0,0.698529412
776,141288,776,0.692091047,0,0.785714286
777,141577,777,1.999944494,0,0.492647059
778,141714,778,1.607308001,0,0.556451613
779,141795,779,1.292498822,0,0.536231884
780,141916,780,1.976921324,0,0.596330275
781,142069,781,1.211284455,0,0.625899281
782,142190,782,0.960103966,0,0.662790698
783,142431,783,1.32403427,0,0.678414097
784,142528,784,1.502609961,0,0.506024096
785,142633,785,1.877803948,0,0.419354839
786,142714,786,1.306893772,0,0.533333333
787,142755,787,0.979099613,0,0.8
788,143188,788,2.26884371,0,0.496470588
789,143437,789,1.485551046,0,0.565789474
790,143486,790,0.446026051,0,0.75862069
791,143623,791,0.989431326,0,0.745762712
792,143792,792,1.019006609,0,0.693333333
793,144009,793,1.627435985,0,0.549019608
794,144162,794,0.778129376,0,0.744680851
795,144299,795,1.871002851,0,0.496
796,144476,796,2.081123544,0,0.451219512
797,144757,797,1.400940804,0,0.610894942
798,144846,798,1.393918697,0,0.594594595
799,145055,799,1.270785748,0,0.677083333
800,145208,800,1.678251949,0,0.551470588
801,145497,801,1.624653581,0,0.588447653
802,145914,802,1.532552662,0,0.670025189
803,145987,803,0.857823268,0,0.648148148
804,146108,804,1.230817467,0,0.62745098
805,146309,805,1.50183841,0,0.568181818
806,146678,806,1.164395738,0,0.68452381
807,147215,807,1.395466837,0,0.653696498
808,147264,808,0.568186772,0,0.78125
809,147497,809,2.366749592,0,0.421296296
810,147586,810,1.19699598,0,0.575342466
811,147787,811,1.16020971,0,0.702702703
812,147988,812,1.335492872,0,0.628571429
813,148101,813,1.040621618,0,0.619565217
814,148166,814,1.137780281,0,0.709090909
815,148375,815,1.52970746,0,0.588235294
816,148624,816,2.325017542,0,0.465306122
817,148689,817,0.444366664,0,0.880952381
818,148818,818,1.323143177,0,0.565656566
819,148899,819,0.5308456,0,0.75862069
820,149004,820,1.092036277,0,0.670588235
821,149093,821,1.282195983,0,0.576923077
822,149230,822,1.684679237,0,0.538461538
823,149407,823,1.535669234,0,0.601190476
824,149584,824,1.244308248,0,0.682352941
825,149833,825,1.300666098,0,0.644859813
826,149994,826,1.907654383,0,0.475177305
827,150267,827,1.273929666,0,0.66
828,150516,828,0.886843047,0,0.717821782
829,150621,829,2.181950632,0,0.484210526
830,150918,830,1.911227552,0,0.514184397
831,151103,831,1.283414953,0,0.632911392
832,151440,832,1.38873212,0,0.599369085
833,151681,833,1.141502174,0,0.719148936
834,151882,834,1.263711804,0,0.701030928
835,152131,835,1.802006454,0,0.513761468
836,152468,836,1.53949787,0,0.629392971
837,152597,837,1.596138429,0,0.578947368
838,152966,838,1.419735705,0,0.699140401
839,153183,839,1.259760551,0,0.681818182
840,153280,840,1.05419485,0,0.608108108
841,153393,841,0.884212502,0,0.696629213
842,153642,842,1.612911045,0,0.592274678
843,153851,843,1.475397266,0,0.641025641
844,154140,844,1.737440368,0,0.566176471
845,154317,845,0.61827962,0,0.836363636
846,154526,846,1.159136228,0,0.654255319
847,154583,847,1.208642642,0,0.5
848,154680,848,0.400389677,0,0.860465116
849,154969,849,1.674560949,0,0.582417582
850,155066,850,1.30752166,0,0.643678161
851,155155,851,1.701527981,0,0.5
852,155268,852,0.664220913,0,0.739130435
853,155349,853,1.237430489,0,0.625
854,155526,854,1.299123511,0,0.567741935
855,155935,855,1.197622298,0,0.714285714
856,156016,856,1.88752449,0,0.434782609
857,156137,857,1.167735517,0,0.683168317
858,156370,858,1.977188652,0,0.529147982
859,156443,859,0.858701411,0,0.721311475
860,156884,860,1.813135763,0,0.518691589
861,156981,861,1.478366698,0,0.551282051
862,157230,862,1.74203943,0,0.582608696
863,157271,863,0.56411137,0,0.772727273
864,157400,864,1.230576629,0,0.626086957
865,157649,865,1.303757929,0,0.716157205
866,157858,866,1.148430515,0,0.723076923
867,157923,867,1.066469871,0,0.666666667
868,157988,868,0.125582465,0,0.976190476
869,158149,869,1.429560747,0,0.525547445
870,158174,870,0.268809701,0,0.833333333
871,158391,871,0.886645336,0,0.753694581
872,158504,872,1.319181649,0,0.572916667
873,158705,873,0.991788086,0,0.735135135
874,158922,874,1.396815999,0,0.583333333
875,159043,875,1.020355393,0,0.672897196
876,159204,876,0.958657688,0,0.705479452
877,159333,877,1.036786728,0,0.655462185
878,159470,878,1.805119806,0,0.524193548
879,159647,879,0.361792435,0,0.878787879
880,159696,880,0.144024583,0,0.951219512
881,159769,881,1.688667551,0,0.464285714
882,159970,882,1.424536663,0,0.645833333
883,160043,883,0.820982996,0,0.673469388
884,160164,884,1.378399737,0,0.613207547
885,160237,885,1.460871469,0,0.557377049
886,160590,886,1.630605944,0,0.592705167
887,160727,887,1.247487555,0,0.649122807
888,160768,888,0.242300658,0,0.826086957
889,161025,889,1.326015348,0,0.651785714
890,161298,890,1.572722676,0,0.582375479
891,161395,891,0.197645619,0,0.930232558
892,161492,892,1.007263805,0,0.666666667
893,161805,893,1.171718389,0,0.686868687
894,161894,894,0.877799907,0,0.671052632
895,162079,895,0.937542075,0,0.727848101
896,162416,896,1.589584336,0,0.582554517
897,162497,897,0.748421572,0,0.791666667
898,162706,898,0.950672038,0,0.755208333
899,162995,899,1.404655251,0,0.597014925
900,163076,900,1.186794035,0,0.629032258
901,163613,901,1.208245418,0,0.682879377
902,163734,902,1.612854718,0,0.669724771
903,163855,903,0.808972895,0,0.684210526
904,164160,904,1.546918472,0,0.635416667
905,164305,905,0.853244184,0,0.751937984
906,164442,906,1.304361437,0,0.630769231
907,164651,907,1.340047818,0,0.673469388
908,164812,908,1.571003538,0,0.530201342
909,165445,909,1.409853962,0,0.690163934
910,165526,910,0.599626335,0,0.786885246
911,165767,911,1.161064456,0,0.672897196
912,165920,912,0.58605454,0,0.792857143
913,166049,913,1.379161115,0,0.622807018
914,166386,914,1.259831357,0,0.674121406
915,166435,915,0.211798077,0,0.965517241
916,166612,916,1.494797727,0,0.619047619
917,166885,917,1.651463456,0,0.589147287
918,167046,918,0.941971629,0,0.688405797
919,167319,919,1.709652418,0,0.540983607
920,167392,920,1.113270991,0,0.620689655
921,167569,921,1.233987048,0,0.666666667
922,167826,922,0.96657189,0,0.756410256
923,168099,923,0.889180754,0,0.739837398
924,168196,924,1.368917313,0,0.613636364
925,168445,925,0.990165461,0,0.688596491
926,168646,926,1.333808305,0,0.592391304
927,168919,927,1.287801462,0,0.681992337
928,168976,928,0.743780051,0,0.717391304
929,169033,929,0.749880683,0,0.736842105
930,169330,930,1.677229495,0,0.560283688
931,169387,931,0.789259462,0,0.743589744
932,169436,932,0.555766488,0,0.763157895
933,169725,933,1.504196628,0,0.626373626
934,169870,934,1.053458358,0,0.669291339
935,170071,935,1.221175013,0,0.616216216
936,170360,936,1.414432649,0,0.620938628
937,170537,937,1.394687888,0,0.62962963
938,170618,938,0.809438941,0,0.8125
939,170795,939,1.006506237,0,0.683229814
940,170932,940,1.167793206,0,0.648148148
941,171085,941,1.767172004,0,0.581560284
942,171342,942,1.16059713,0,0.673387097
943,171447,943,1.15983596,0,0.597826087
944,171632,944,1.029047856,0,0.718390805
945,172073,945,1.641185617,0,0.549065421
946,172354,946,0.977003127,0,0.768939394
947,172451,947,0.787092727,0,0.756410256
948,172628,948,0.954183356,0,0.770588235
949,173045,949,1.30224037,0,0.702770781
950,173222,950,0.825061921,0,0.76875
951,173287,951,0.577084099,0,0.75
952,173496,952,0.9204284,0,0.737142857
953,173593,953,1.391274121,0,0.623529412
954,173650,954,0.645487988,0,0.707317073
955,173739,955,0.905844527,0,0.720588235
956,173844,956,0.869525442,0,0.71875
957,174005,957,1.657661566,0,0.618055556
958,174198,958,1.476676472,0,0.578947368
959,174447,959,1.758101876,0,0.547008547
960,174752,960,1.518203365,0,0.615916955
961,175041,961,1.334738003,0,0.605839416
962,175274,962,2.121904033,0,0.476851852
963,175731,963,1.437146988,0,0.607655502
964,175908,964,1.323738685,0,0.650306748
965,176005,965,1.008888145,0,0.658823529
966,176158,966,0.424600736,0,0.839416058
967,176255,967,0.738666855,0,0.76
968,176672,968,1.202034237,0,0.646766169
969,176825,969,1.296503502,0,0.692307692
970,176962,970,1.178034778,0,0.685483871
971,177115,971,0.372526372,0,0.886524823
972,177276,972,0.582089146,0,0.823943662
973,177477,973,1.266024433,0,0.625
974,177630,974,0.168738937,0,0.964539007
975,177999,975,1.198055179,0,0.702005731
976,178032,976,0.332449616,0,0.888888889
977,178097,977,0.751008723,0,0.729166667
978,178322,978,1.667090734,0,0.582938389
979,178507,979,1.230813197,0,0.682352941
980,178572,980,0.44115592,0,0.836734694
981,178885,981,0.911886892,0,0.760416667
982,178934,982,0.137929376,0,0.9375
983,179503,983,1.144359774,0,0.732495512
984,179688,984,1.572079525,0,0.556886228
985,179873,985,1.227780107,0,0.614035088
986,179914,986,0.718370362,0,0.741935484
987,180051,987,0.820637738,0,0.709677419
988,180260,988,1.259536254,0,0.68877551
989,180413,989,1.205239952,0,0.613636364
990,180518,990,1.011922166,0,0.721649485
991,181055,991,1.782874696,0,0.589694656
992,181136,992,0.741354615,0,0.742424242
993,181281,993,0.757460898,0,0.763358779
994,181346,994,1.002957901,0,0.773584906
995,181539,995,1.68409506,0,0.578651685
996,181652,996,0.863196972,0,0.701149425
997,181845,997,1.220806581,0,0.664835165
998,182070,998,1.485135108,0,0.654205607
999,182143,999,0.616565067,0,0.737704918
1000,182504,1000,1.201021483,0,0.671686747
1001,182697,1001,0.840129547,0,0.710843373
1002,182946,1002,1.093987335,0,0.691588785
1003,183187,1003,0.8719862,0,0.787234043
1004,183316,1004,1.301789455,0,0.631578947
1005,183557,1005,1.039038618,0,0.751173709
1006,184030,1006,1.33528959,0,0.681127983
1007,184287,1007,1.65989796,0,0.607438017
1008,184400,1008,0.706863327,0,0.75
1009,184545,1009,0.52820461,0,0.838461538
1010,184794,1010,2.073166639,0,0.502040816
1011,184851,1011,0.839995051,0,0.571428571
1012,185164,1012,0.96257605,0,0.741496599
1013,185325,1013,1.177702445,0,0.647887324
1014,185350,1014,0.262303369,0,0.9375
1015,185543,1015,0.49233668,0,0.850649351
1016,185752,1016,1.04671677,0,0.728643216
1017,185961,1017,0.913172077,0,0.645962733
1018,186426,1018,1.109634314,0,0.724832215
1019,186539,1019,1.060798555,0,0.666666667
1020,187028,1020,1.231002989,0,0.669509595
1021,187133,1021,1.144611783,0,0.644444444
1022,187470,1022,1.243255749,0,0.646687697
1023,187495,1023,0.216750245,0,0.923076923
1024,187776,1024,1.406512622,0,0.583333333
1025,187849,1025,0.499652395,0,0.803921569
1026,188130,1026,1.148838869,0,0.712062257
1027,188371,1027,1.429962529,0,0.623318386
1028,188460,1028,0.961094666,0,0.597402597
1029,188621,1029,0.853157557,0,0.72
1030,188694,1030,0.99651389,0,0.593220339
1031,188855,1031,0.435063805,0,0.867132867
1032,189120,1032,1.511393562,0,0.552173913
1033,189161,1033,0.559857406,0,0.8125
1034,189194,1034,0.053166625,1,1
1035,189355,1035,0.327264047,0,0.898648649
1036,189700,1036,1.227464629,0,0.672077922
1037,189853,1037,1.156511934,0,0.687943262
1038,190302,1038,1.212522769,0,0.670533643
1039,190575,1039,1.455124043,0,0.608333333
1040,190792,1040,1.052758273,0,0.685279188
1041,190953,1041,1.644633859,0,0.503546099
1042,190994,1042,0.290085072,0,0.818181818
1043,191107,1043,1.234832384,0,0.677083333
1044,191188,1044,1.534601657,0,0.579710145
1045,191429,1045,1.109115054,0,0.72246696
1046,191518,1046,1.063142399,0,0.643835616
1047,191607,1047,0.141458064,0,0.956521739
1048,191704,1048,0.936032132,0,0.7
1049,191793,1049,1.071253737,0,0.702702703
1050,192106,1050,1.604756704,0,0.586666667
1051,192163,1051,1.24415542,0,0.583333333
1052,192244,1052,1.031682573,0,0.616666667
1053,192341,1053,0.439246809,0,0.785714286
1054,192390,1054,0.916328321,0,0.676470588
1055,192711,1055,1.748746818,0,0.575562701
1056,192800,1056,0.680766338,0,0.756756757
1057,192889,1057,1.392360887,0,0.61038961
1058,193058,1058,1.201497733,0,0.646258503
1059,193171,1059,1.016810902,0,0.653846154
1060,193420,1060,1.248209607,0,0.609649123
1061,193501,1061,0.919439272,0,0.647058824
1062,193670,1062,0.677865085,0,0.793333333
1063,193791,1063,0.556981417,0,0.834862385
1064,193888,1064,0.149712265,0,0.950617284
1065,193945,1065,0.478106834,0,0.895833333
1066,194066,1066,1.001338332,0,0.641509434
1067,194299,1067,1.102165826,0,0.698630137
1068,194316,1068,0.211717098,1,1
1069,194461,1069,0.663172737,0,0.854961832
1070,194598,1070,1.5530934,0,0.576
1071,194751,1071,1.432447907,0,0.593495935
1072,194952,1072,1.111352448,0,0.715053763
1073,195121,1073,0.565714944,0,0.87654321
1074,195266,1074,1.441881574,0,0.576
1075,195443,1075,1.372178859,0,0.58125
1076,195652,1076,0.921962403,0,0.707446809
1077,195773,1077,0.874504254,0,0.722772277
1078,196510,1078,1.666091176,0,0.543227666
1079,196567,1079,0.425424934,0,0.833333333
1080,196640,1080,0.614691572,0,0.714285714
1081,196713,1081,0.511825137,0,0.79245283
1082,196810,1082,0.597049061,0,0.824324324
1083,196963,1083,1.277865277,0,0.61971831
1084,197124,1084,0.800267551,0,0.742647059
1085,197413,1085,1.753166245,0,0.533088235
1086,197638,1086,1.827759302,0,0.502439024
1087,197831,1087,1.329925478,0,0.655555556
1088,197984,1088,0.952952526,0,0.683453237
1089,198257,1089,1.31073476,0,0.653846154
1090,198346,1090,1.604426817,0,0.513513514
1091,198667,1091,1.6538873,0,0.599348534
1092,198860,1092,1.145345324,0,0.718918919
1093,198981,1093,0.823529167,0,0.654320988
1094,199014,1094,0.023152247,1,1
1095,199103,1095,1.076078439,0,0.670886076
1096,199400,1096,1.104737695,0,0.709558824
1097,199593,1097,1.031497732,0,0.711864407
1098,199738,1098,1.116235338,0,0.684615385
1099,199843,1099,1.5422422,0,0.548387097
1100,199892,1100,0.455844737,0,0.833333333
1101,200181,1101,1.365950441,0,0.655430712
1102,200358,1102,1.113393888,0,0.664516129
1103,200607,1103,1.555577805,0,0.550458716
1104,200648,1104,1.300207464,0,0.666666667
1105,201017,1105,0.975710221,0,0.705357143
1106,201082,1106,1.176241264,0,0.641509434
1107,201379,1107,1.29897847,0,0.672794118
1108,201588,1108,1.422230776,0,0.592964824
1109,201917,1109,1.013678525,0,0.758957655
1110,202150,1110,1.744549237,0,0.556053812
1111,202279,1111,1.075706038,0,0.727272727
1112,202360,1112,1.277735898,0,0.602941176
1113,202569,1113,1.238274289,0,0.682051282
1114,202650,1114,0.062141175,0,0.983333333
1115,202907,1115,1.682195462,0,0.553719008
1116,203108,1116,1.23539551,0,0.696335079
1117,203221,1117,0.404464265,0,0.858695652
1118,203254,1118,0.3077648,0,0.944444444
1119,203391,1119,0.536962098,0,0.8
1120,203712,1120,1.208384671,0,0.7
1121,203753,1121,0.613421364,0,0.9
1122,203874,1122,0.674363171,0,0.697674419
1123,204235,1123,1.23704982,0,0.682215743
1124,204508,1124,1.010678329,0,0.664092664
1125,204573,1125,0.664092787,0,0.754716981
1126,204918,1126,1.30769769,0,0.62804878
1127,205007,1127,1.263932659,0,0.582278481
1128,205264,1128,1.259424592,0,0.647577093
1129,205697,1129,1.286484106,0,0.686131387
1130,205754,1130,0.467964605,0,0.825
1131,205867,1131,0.613679588,0,0.822916667
1132,205916,1132,0.643621268,0,0.837837838
1133,206013,1133,1.229008276,0,0.631578947
1134,206350,1134,1.252880188,0,0.647798742
1135,206535,1135,0.744102213,0,0.76969697
1136,206632,1136,1.001390149,0,0.67816092
1137,206745,1137,0.633496805,0,0.764044944
1138,206778,1138,0.817075194,0,0.695652174
1139,206987,1139,1.615532414,0,0.59
1140,207092,1140,1.099033586,0,0.623655914
1141,207197,1141,1.310070768,0,0.604395604
1142,207302,1142,0.972240492,0,0.666666667
1143,207343,1143,0.250030717,0,0.916666667
1144,207424,1144,0.942282081,0,0.623188406
1145,207521,1145,1.099072171,0,0.602564103
1146,207554,1146,0.283324522,0,0.913043478
1147,207691,1147,1.197259986,0,0.652542373
1148,207868,1148,0.880706844,0,0.72611465
1149,207925,1149,0.528539228,0,0.8
1150,208174,1150,1.494380768,0,0.62173913
1151,208271,1151,0.092274318,0,0.965116279
1152,208408,1152,1.223085135,0,0.653225806
1153,208609,1153,1.5037777,0,0.542372881
1154,208690,1154,0.375772013,0,0.888888889
1155,208907,1155,0.942954622,0,0.752525253
1156,208988,1156,1.051233334,0,0.630136986
1157,209261,1157,1.011891715,0,0.760162602
1158,209414,1158,1.262923927,0,0.629370629
1159,209719,1159,1.299411066,0,0.667820069
1160,209776,1160,0.739061858,0,0.70212766
1161,209857,1161,0.279540287,0,0.913793103
1162,210050,1162,1.496091832,0,0.601092896
1163,210291,1163,1.018002523,0,0.699115044
1164,210572,1164,1.21288019,0,0.634241245
1165,210629,1165,0.787256124,0,0.782608696
1166,210846,1166,1.491212242,0,0.635
1167,210911,1167,0.757644488,0,0.734693878
1168,211072,1168,1.180977524,0,0.602836879
1169,211177,1169,1.919182567,0,0.526315789
1170,211266,1170,0.363831341,0,0.85915493
1171,211491,1171,1.345116621,0,0.522580645
1172,211556,1172,0.862316753,0,0.632653061
1173,211717,1173,0.318688541,0,0.892086331
1174,211870,1174,0.830405834,0,0.746268657
